step,splaynet,central_splaynet,full_binary,static_optimal
1000,18.178199999999997,17.165799999999997,13.9523,12.5118
2000,18.196649999999998,17.199849999999998,13.9376,12.482900000000003
3000,18.186139999999998,17.184179999999998,13.93095,12.47197
4000,18.19897,17.19141,13.92979,12.466159999999999
5000,18.21744,17.199900000000003,13.940299999999999,12.4717
6000,18.2147,17.19822,13.942979999999997,12.47444
7000,18.23122,17.213810000000002,13.94205,12.48273
8000,18.23064,17.210839999999997,13.94313,12.48519
9000,18.2247,17.20754,13.94165,12.484659999999998
10000,18.22494,17.211599999999997,13.94426,12.48523
11000,18.23734,17.218470000000003,13.943369999999998,12.489949999999999
12000,18.233249999999998,17.21574,13.94727,12.49262
13000,18.23811,17.22319,13.95105,12.49548
14000,18.240589999999997,17.22496,13.952010000000001,12.497839999999998
15000,18.24059,17.22433,13.950930000000003,12.49811
16000,18.244329999999998,17.22688,13.95238,12.500110000000001
17000,18.244549999999997,17.227819999999998,13.953749999999996,12.503310000000003
18000,18.24854,17.227539999999998,13.953999999999999,12.503369999999999
19000,18.24989,17.23108,13.952700000000002,12.50312
20000,18.250490000000003,17.2288,13.952279999999998,12.502550000000001
21000,18.24973,17.228199999999998,13.952369999999998,12.50113
22000,18.24787,17.2274,13.95275,12.499550000000001
23000,18.24321,17.223039999999997,13.950039999999998,12.496910000000002
24000,18.23816,17.2198,13.949250000000001,12.495630000000002
25000,18.24015,17.22002,13.94771,12.496890000000002
26000,18.240569999999998,17.221700000000002,13.94905,12.495859999999999
27000,18.24147,17.223000000000003,13.948100000000002,12.49732
28000,18.24134,17.22258,13.947210000000002,12.495949999999999
29000,18.24603,17.22579,13.94935,12.496420000000002
30000,18.244889999999998,17.22429,13.949610000000002,12.49704
31000,18.242970000000003,17.22296,13.94811,12.495299999999999
32000,18.244390000000003,17.2229,13.95042,12.497300000000001
33000,18.24228,17.221619999999998,13.949970000000002,12.497240000000001
34000,18.241229999999998,17.22213,13.94707,12.4957
35000,18.2446,17.22541,13.947640000000002,12.498090000000001
36000,18.24501,17.225869999999997,13.94874,12.49774
37000,18.245659999999997,17.225900000000003,13.94898,12.49775
38000,18.24465,17.224880000000002,13.949349999999999,12.496939999999999
39000,18.24664,17.225830000000002,13.94898,12.497220000000002
40000,18.247149999999998,17.22661,13.94965,12.498479999999999
41000,18.24698,17.226689999999998,13.949360000000002,12.498410000000002
42000,18.24742,17.22762,13.949610000000002,12.49926
43000,18.24522,17.225929999999998,13.95011,12.49891
44000,18.24513,17.22634,13.9512,12.498929999999998
45000,18.247279999999996,17.22806,13.95095,12.49963
46000,18.248089999999998,17.228500000000004,13.95059,12.499970000000001
47000,18.24893,17.22822,13.9513,12.501019999999997
48000,18.24865,17.22871,13.95053,12.50024
49000,18.24816,17.22798,13.950479999999999,12.49997
50000,18.24693,17.22652,13.949959999999999,12.49972
51000,18.24624,17.225779999999997,13.950569999999999,12.49953
52000,18.246290000000002,17.225640000000002,13.950730000000002,12.49981
53000,18.2436,17.22352,13.94983,12.4984
54000,18.244279999999996,17.22406,13.949450000000002,12.498619999999999
55000,18.245510000000003,17.22558,13.949850000000001,12.497609999999998
56000,18.243229999999997,17.223760000000002,13.94889,12.4972
57000,18.24313,17.22411,13.947890000000001,12.49699
58000,18.243209999999998,17.22456,13.948759999999998,12.497240000000001
59000,18.244279999999996,17.22581,13.9489,12.498090000000001
60000,18.24508,17.22653,13.94889,12.49905
61000,18.24623,17.22737,13.948850000000002,12.498690000000002
62000,18.24594,17.227439999999998,13.948720000000003,12.49852
63000,18.246030000000005,17.227030000000003,13.94856,12.498540000000002
64000,18.24689,17.227799999999995,13.94869,12.49868
65000,18.246589999999998,17.22782,13.94874,12.49852
66000,18.247540000000004,17.2282,13.9495,12.49819
67000,18.248129999999996,17.22885,13.948839999999999,12.498069999999998
68000,18.247130000000002,17.228180000000002,13.948849999999998,12.497530000000001
69000,18.24715,17.228230000000003,13.947909999999998,12.4971
70000,18.24769,17.22898,13.947570000000002,12.497029999999999
71000,18.246769999999998,17.228389999999997,13.947140000000001,12.496699999999999
72000,18.247310000000002,17.228450000000002,13.947230000000001,12.49729
73000,18.24765,17.22844,13.946940000000001,12.49766
74000,18.24732,17.22834,13.94598,12.49773
75000,18.246099999999995,17.227520000000002,13.94581,12.49715
76000,18.246969999999997,17.22883,13.946339999999998,12.49791
77000,18.246109999999998,17.2285,13.946340000000001,12.497679999999999
78000,18.247120000000002,17.22904,13.946820000000002,12.49789
79000,18.2466,17.22886,13.946940000000001,12.497639999999999
80000,18.2465,17.228450000000002,13.947059999999999,12.49751
81000,18.246630000000003,17.22852,13.94727,12.49778
82000,18.245880000000003,17.228070000000002,13.9471,12.49757
83000,18.24662,17.22895,13.94693,12.49782
84000,18.246740000000003,17.22931,13.947279999999997,12.49788
85000,18.24629,17.22883,13.947489999999998,12.49779
86000,18.24603,17.22874,13.94742,12.49821
87000,18.24708,17.22968,13.94819,12.4992
88000,18.24584,17.22912,13.94783,12.498990000000003
89000,18.246320000000004,17.22983,13.94678,12.498819999999998
90000,18.24568,17.22961,13.94666,12.49896
91000,18.24603,17.230259999999998,13.947819999999998,12.499329999999999
92000,18.24612,17.230719999999998,13.94805,12.49936
93000,18.24603,17.23048,13.947729999999998,12.499240000000002
94000,18.24619,17.230740000000004,13.94774,12.499410000000001
95000,18.2469,17.23126,13.947830000000002,12.499199999999998
96000,18.246940000000002,17.231189999999998,13.94819,12.499309999999998
97000,18.24749,17.231450000000002,13.948489999999998,12.49919
98000,18.246760000000002,17.23046,13.948160000000001,12.49946
99000,18.24656,17.229650000000003,13.94826,12.49974
